Fecha,Radiacion_Wm2
2025-09-18,220.875
2025-09-19,203.54166666666666
2025-09-20,136.625
2025-09-21,59.791666666666664
2025-09-22,195.83333333333334
2025-09-23,210.66666666666666
2025-09-24,208.70833333333334
2025-09-25,206.54166666666666
2025-09-26,127.0
2025-09-27,123.41666666666667
2025-09-28,200.16666666666666
2025-09-29,97.91666666666667
2025-09-30,195.91666666666666
2025-10-01,130.25
2025-10-02,48.666666666666664
