date;temp_c;wind_vel_kmh;wind_dir;gust_kmh;gust_dir;prec_mm;pressure_hpa;pressure_trend_hpa;humidity_pct;latitude;longitude;station_name
2025-09-17 08:00:00;18.3;3;2-Norte;6;2-Norte;0.0;958.9;;97.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 09:00:00;19.6;4;3-Nordeste;7;3-Nordeste;0.0;959.1;0.7;94.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 10:00:00;21.5;4;5-Sudeste;9;3-Nordeste;0.0;959.4;0.7;82.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 11:00:00;24.0;5;6-Sur;10;6-Sur;0.0;959.6;0.7;71.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 12:00:00;24.9;6;7-Sudoeste;17;6-Sur;0.0;959.7;0.6;68.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 13:00:00;26.2;8;7-Sudoeste;18;6-Sur;0.0;959.5;0.1;63.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 14:00:00;27.4;5;7-Sudoeste;15;8-Oeste;0.0;959.0;-0.6;56.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 15:00:00;28.3;5;8-Oeste;16;8-Oeste;0.0;958.6;-1.1;51.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 16:00:00;30.6;5;7-Sudoeste;15;8-Oeste;0.0;958.0;-1.5;39.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 17:00:00;31.4;6;6-Sur;12;8-Oeste;0.0;957.5;-1.5;33.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 18:00:00;31.4;4;7-Sudoeste;14;9-Noroeste;0.0;957.3;-1.3;29.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 19:00:00;30.4;3;7-Sudoeste;12;7-Sudoeste;0.0;957.2;-0.8;34.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 20:00:00;27.5;6;5-Sudeste;10;5-Sudeste;0.0;957.2;-0.3;43.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 21:00:00;24.2;7;5-Sudeste;10;5-Sudeste;0.0;957.6;0.3;52.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 22:00:00;22.5;9;4-Este;12;4-Este;0.0;958.2;1.0;63.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-17 23:00:00;21.7;6;4-Este;12;4-Este;0.0;958.8;1.6;68.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 00:00:00;22.3;9;4-Este;14;4-Este;0.0;959.1;1.5;66.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 01:00:00;20.9;9;4-Este;18;4-Este;0.0;959.1;0.9;72.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 02:00:00;20.4;9;4-Este;17;4-Este;0.0;959.3;0.5;80.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 03:00:00;20.1;8;3-Nordeste;14;3-Nordeste;0.0;959.2;0.1;78.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 04:00:00;20.7;10;3-Nordeste;15;3-Nordeste;0.0;958.8;-0.3;74.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 05:00:00;20.3;7;3-Nordeste;15;4-Este;0.0;958.7;-0.6;72.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 06:00:00;18.9;2;9-Noroeste;8;3-Nordeste;0.0;958.7;-0.5;74.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
2025-09-18 07:00:00;18.4;4;9-Noroeste;8;2-Norte;0.0;958.8;0.0;84.0;42.08444444444444;0.32555555555555554;Huesca Aeropuerto
