         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	    reaction	          Cl	          Na	           S	           K	          Ca	          Mg	     Calcite	   d_Calcite	      Halite	    d_Halite	      Gypsum	    d_Gypsum	
           5	       react	           1	         -99	           0	           1	     11.2756	     6.95722	 -2.3714e-01	  5.0212e+00	  5.0772e+00	  1.1446e-01	  6.9784e-04	  9.3942e-02	  0.0000e+00	  8.8987e-03	  4.4490e-03	  0.0000e+00	 -3.0086e-03	  3.4538e-02	  1.0468e-02	
           5	       react	           1	         -99	           0	           2	     11.2776	     6.95493	 -2.3714e-01	  5.0429e+00	  5.0992e+00	  1.1463e-01	  7.0085e-04	  9.4020e-02	  0.0000e+00	  8.8987e-03	  2.0192e-08	  0.0000e+00	  0.0000e+00	  3.4863e-02	  3.2555e-04	
           5	       react	           1	         -99	           0	           3	     11.2797	     6.95263	 -2.3714e-01	  5.0648e+00	  5.1213e+00	  1.1480e-01	  7.0390e-04	  9.4097e-02	  0.0000e+00	  8.8988e-03	  2.0126e-08	  0.0000e+00	  0.0000e+00	  3.5190e-02	  3.2631e-04	
           5	       react	           1	         -99	           0	           4	     11.2817	     6.95032	 -2.3714e-01	  5.0869e+00	  5.1436e+00	  1.1496e-01	  7.0696e-04	  9.4175e-02	  0.0000e+00	  8.8988e-03	  2.0060e-08	  0.0000e+00	  0.0000e+00	  3.5517e-02	  3.2707e-04	
           5	       react	           1	         -99	           0	           5	     11.2831	      6.9487	 -1.6469e-01	  5.1023e+00	  5.1592e+00	  1.1508e-01	  7.0911e-04	  9.4228e-02	  0.0000e+00	  8.8988e-03	  1.3891e-08	  0.0000e+00	  0.0000e+00	  3.5744e-02	  2.2759e-04	
           5	       react	           1	         -99	           0	           6	     11.2846	     6.94708	 -1.6469e-01	  5.1179e+00	  5.1750e+00	  1.1520e-01	  7.1127e-04	  9.4282e-02	  0.0000e+00	  8.8988e-03	  1.3859e-08	  0.0000e+00	  0.0000e+00	  3.5972e-02	  2.2796e-04	
           5	       react	           1	         -99	           0	           7	      11.286	     6.94546	 -1.6469e-01	  5.1335e+00	  5.1908e+00	  1.1532e-01	  7.1345e-04	  9.4336e-02	  0.0000e+00	  8.8988e-03	  1.3826e-08	  0.0000e+00	  0.0000e+00	  3.6201e-02	  2.2834e-04	
           5	       react	           1	         -99	           0	           8	     11.2875	     6.94382	 -1.6469e-01	  5.1493e+00	  5.2067e+00	  1.1543e-01	  7.1563e-04	  9.4389e-02	  0.0000e+00	  8.8988e-03	  1.3794e-08	  0.0000e+00	  0.0000e+00	  3.6429e-02	  2.2871e-04	
           5	       react	           1	         -99	           0	           9	      11.289	     6.94219	 -1.6469e-01	  5.1651e+00	  5.2227e+00	  1.1555e-01	  7.1783e-04	  9.4443e-02	  0.0000e+00	  8.8989e-03	  1.3761e-08	  0.0000e+00	  0.0000e+00	  3.6658e-02	  2.2909e-04	
           5	       react	           1	         -99	           0	          10	     11.2904	     6.94054	 -1.6469e-01	  5.1810e+00	  5.2388e+00	  1.1567e-01	  7.2005e-04	  9.4496e-02	  0.0000e+00	  8.8989e-03	  1.3728e-08	  0.0000e+00	  0.0000e+00	  3.6888e-02	  2.2947e-04	
